id,word,root,part_of_speech,meaning,link
7238,עֲגָלָה,ע - ג - ל,"Noun – ktala pattern, feminine","carriage, cart, wagon; perambulator, pram; trolley",/dict/7238-agala/
7239,עֶגְלָה,ע - ג - ל,"Noun – kitla pattern, feminine",heifer,/dict/7239-egla/
7778,עָגוּם,ע - ג - ם,Adjective – katul pattern,"sad, forlorn, depressed",/dict/7778-agum/
8216,עַגְמוּמִי,ע - ג - ם,Adjective,"sad, forlorn",/dict/8216-agmumi/
6491,עִיגּוּן,ע - ג - ן,"Noun – kittul pattern, masculine",anchoring,/dict/6491-igun/
3211,עוֹגֶן,ע - ג - ן,"Noun – kotel pattern, masculine",anchor,/dict/3211-ogen/
2613,לְעַגֵּן,ע - ג - ן,Verb – pi'el,"to anchor, to put on anchor",/dict/2613-leagen/
1449,לַעֲגוֹן,ע - ג - ן,Verb – pa'al,"to anchor, to be anchored",/dict/1449-laagon/
3396,עַד,-,Preposition,"until, up to",/dict/3396-ad/
5308,עַד,-,Noun – masculine,eternity,/dict/5308-ad/
5277,עֲדִי,ע - ד - ה,"Noun – ketel pattern, masculine","adornment, jewellery",/dict/5277-adi/
4671,עֲדַייִן,-,Adverb,"still, yet",/dict/4671-adayin/
1451,לְהִתְעַדְכֵּן,ע - ד - כ - ן,Verb – hitpa'el,to get updated,/dict/1451-lehitadken/
1450,לְעַדְכֵּן,ע - ד - כ - ן,Verb – pi'el,to update; to give an update,/dict/1450-leadken/
6272,עִידְכּוּן,ע - ד - כ - ן,"Noun – kittul pattern, masculine",update,/dict/6272-idkun/
1453,לְהִתְעַדֵּן,ע - ד - ן,Verb – hitpa'el,"to become refined, delicate",/dict/1453-lehitaden/
5009,עָדִין,ע - ד - ן,Adjective – katil pattern,"delicate, gentle",/dict/5009-adin/
1452,לְעַדֵּן,ע - ד - ן,Verb – pi'el,to make more delicate; to spoil someone (lit.),/dict/1452-leaden/
5309,עָדִיף,ע - ד - ף,Adjective – katil pattern,preferable,/dict/5309-adif/
1454,לְהַעֲדִיף,ע - ד - ף,Verb – hif'il,to prefer,/dict/1454-lehaadif/
3212,עוֹדֶף,ע - ד - ף,"Noun – kotel pattern, masculine","surplus, excess; change (money)",/dict/3212-odef/
8950,עֲדִיפוּת,ע - ד - ף,Noun – feminine,preference; preferability,/dict/8950-adifut/
8737,הֵיעָדְרוּת,ע - ד - ר,"Noun – hikkatlut pattern, feminine",absence,/dict/8737-headrut/
4941,לַעֲדוֹר,ע - ד - ר,Verb – pa'al,"to till, to hoe",/dict/4941-laador/
7841,עֵדֶר,ע - ד - ר,"Noun – ketel pattern, masculine","flock, herd",/dict/7841-eder/
1455,לְהֵיעָדֵר,ע - ד - ר,Verb – nif'al,"to be absent, to be missing",/dict/1455-leheader/
5969,עֲדָשָׁה,ע - ד - שׁ,"Noun – ktala pattern, feminine",lentil,/dict/5969-adasha/
5970,עֲדָשָׁה,ע - ד - שׁ,"Noun – ktala pattern, feminine",lens,/dict/5970-adasha/
1456,לְהָעִיב,ע - ו - ב,Verb – hif'il,"to cloud, to overshadow (על) (lit.)",/dict/1456-lehaiv/
7232,עָב,ע - ו - ב,Noun – masculine,"cloud, cumulus (lit.)",/dict/7232-av/
5063,לָעוּג,ע - ו - ג,Verb – pa'al,to circle (rare); to draw a circle (rare),/dict/5063-laug/
5375,עוּגָה,-,Noun – feminine,🍰 cake,/dict/5375-uga/
6594,עוּגִייָּה,-,Noun – feminine,"🍪 cookie, biscuit",/dict/6594-ugiya/
5307,עֵד,ע - ו - ד,Noun – masculine,witness,/dict/5307-ed/
1459,לְהִתְעוֹדֵד,ע - ו - ד,Verb – hitpa'el,"to cheer up, to be encouraged",/dict/1459-lehitoded/
1457,לְהָעִיד,ע - ו - ד,Verb – hif'il,"to testify, to witness",/dict/1457-lehaid/
1458,לְעוֹדֵד,ע - ו - ד,Verb – pi'el,"to encourage, to motivate",/dict/1458-leoded/
3742,תְּעוּדָה,ע - ו - ד,"Noun – tkula pattern, feminine","certificate, document",/dict/3742-teuda/
8107,עֵדָה,ע - ו - ד,Noun – feminine,"congregation, community; ethnic or religious group",/dict/8107-eda/
8910,עֵדוּת,ע - ו - ד,Noun – feminine,"testimony, proof, evidence",/dict/8910-edut/
5241,עוֹד,-,Adverb,"yet, still; more (forms with pronominal suffixes are used in highly formal or poetic language)",/dict/5241-od/
6373,עִידוּד,ע - ו - ד,Noun – masculine,"encouragement, motivation; promoting, spurring, stimulation",/dict/6373-idud/
3413,לְהָעִיז,ע - ו - ז,Verb – hif'il,"to dare (colloquial); להעיז פנים: to be insolent, to be cheeky",/dict/3413-lehaiz/
2513,לָעוּט,ע - ו - ט,Verb – pa'al,"to pounce, to lunge, to attack",/dict/2513-laut/
3782,עָווֹן,ע - ו - ה,"Noun – katon pattern, masculine",sin; (legal) misdemeanor,/dict/3782-avon/
5124,לְהַעֲווֹת,ע - ו - ה,Verb – hif'il,"to twist, to distort (used in expression להעוות פנים: to make a face)",/dict/5124-lehaavot/
1460,לְעַוּוֹת,ע - ו - ה,Verb – pi'el,to distort (words),/dict/1460-leavot/
7339,עֲווִיל,ע - ו - ל,"Noun – ktil pattern, masculine","wrongdoer, evil person (biblical)",/dict/7339-avil/
7315,עָווֶל,ע - ו - ל,"Noun – ketel pattern, masculine","injustice, evil",/dict/7315-avel/
5584,מָעוֹן,ע - ו - ן,"Noun – miktal pattern, masculine","abode, habitat (lit.); creche, nursery",/dict/5584-maon/
4624,עוֹנָה,-,Noun – feminine,"season, period",/dict/4624-ona/
1462,לְהָעִיף,ע - ו - ף,Verb – hif'il,"to propel, to throw, to launch; to throw away",/dict/1462-lehaif/
1461,לָעוּף,ע - ו - ף,Verb – pa'al,"to fly (of birds, insects etc.), to go away",/dict/1461-lauf/
1463,לְהִתְעוֹפֵף,ע - ו - ף,Verb – hitpa'el,"to flutter, to fly",/dict/1463-lehitofef/
4391,תְּעוּפָה,ע - ו - ף,"Noun – tkula pattern, feminine",aviation,/dict/4391-teufa/
5100,לְעוֹפֵף,ע - ו - ף,Verb – pi'el,"to fly, to flutter",/dict/5100-leofef/
8461,מָעוֹף,ע - ו - ף,"Noun – miktal pattern, masculine","flight, hovering; imagination, vision",/dict/8461-maof/
6781,עוֹף,ע - ו - ף,Noun – masculine,"🐔🍗 chicken, fowl, poultry (as food); large bird",/dict/6781-of/
1464,לְהָעִיק,ע - ו - ק,Verb – hif'il,"to bother, to trouble, to burden",/dict/1464-lehaik/
7206,עִיווָּרוֹן,ע - ו - ר,"Noun – kittalon pattern, masculine",blindness,/dict/7206-ivaron/
1468,לְהִתְעוֹרֵר,ע - ו - ר,Verb – hitpa'el,"to awaken, to wake up; to arise (of a feeling, a problem)",/dict/1468-lehitorer/
1465,לְהֵיעוֹר,ע - ו - ר,Verb – nif'al,"to be awaken, to get up (rare)",/dict/1465-leheor/
1466,לְהָעִיר,ע - ו - ר,Verb – hif'il,"to wake up (someone); to remark, to comment",/dict/1466-lehair/
1467,לְעוֹרֵר,ע - ו - ר,Verb – pi'el,"to wake up (someone); to arouse, to spur",/dict/1467-leorer/
1469,לְהִתְעַווֵּר,ע - ו - ר,Verb – hitpa'el,to become blind,/dict/1469-lehitaver/
2777,לָעוּר,ע - ו - ר,Verb – pa'al,"to wake up, to get up (mostly used in imperative)",/dict/2777-laur/
3472,עִיווֵּר,ע - ו - ר,Adjective – kittel pattern,blind,/dict/3472-iver/
4327,הֶעָרָה,ע - ו - ר,Noun – feminine,"comment, remark",/dict/4327-heara/
4765,מְעָרָה,ע - ו - ר,Noun – feminine,"cave, cavern",/dict/4765-meara/
5010,עוֹר,-,Noun – masculine,"skin; hide, leather",/dict/5010-or/
2600,לְעַווֵּר,ע - ו - ר,Verb – pi'el,to blind,/dict/2600-leaver/
2984,עִיוּוּת,ע - ו - ת,"Noun – kittul pattern, masculine",distortion,/dict/2984-ivut/
3943,לְהִתְעַווֵּת,ע - ו - ת,Verb – hitpa'el,"to be distorted, twisted",/dict/3943-lehitavet/
2983,לְעַווֵּת,ע - ו - ת,Verb – pi'el,"to distort, to twist",/dict/2983-leavet/
1470,לַעֲזוֹב,ע - ז - ב,Verb – pa'al,"to leave, to abandon",/dict/1470-laazov/
1471,לְהֵיעָזֵב,ע - ז - ב,Verb – nif'al,"to be left, to be abandoned",/dict/1471-leheazev/
4434,עוֹז,ע - ז - ז,"Noun – kotel pattern, masculine","strength, might",/dict/4434-oz/
1472,לְהָעֵז,ע - ז - ז,Verb – hif'il,to dare,/dict/1472-lehaez/
4432,מָעוֹז,ע - ז - ז,"Noun – miktal pattern, masculine","refuge, fortress, stronghold",/dict/4432-maoz/
4433,עַז,ע - ז - ז,Adjective – kal pattern,"strong, mighty; intense",/dict/4433-az/
8513,תְּעוּזָה,ע - ז - ז,"Noun – tkula pattern, feminine","daring, courage, valor",/dict/8513-teuza/
5557,עֶזְרָה,ע - ז - ר,"Noun – kitla pattern, feminine","help, assistance",/dict/5557-ezra/
4332,עֵזֶר,ע - ז - ר,"Noun – ketel pattern, masculine","assistance, help; auxiliary (in expressions); (in plural) accessories",/dict/4332-ezer/
46,לַעֲזוֹר,ע - ז - ר,Verb – pa'al,"to help, to assist, to aid",/dict/46-laazor/
1473,לְהֵיעָזֵר,ע - ז - ר,Verb – nif'al,"to be helped, to be assisted by (ב-)",/dict/1473-leheazer/
5516,עֵט,-,Noun – masculine,pen,/dict/5516-et/
1474,לַעֲטוֹת,ע - ט - ה,Verb – pa'al,to wrap oneself (lit.),/dict/1474-laatot/
1475,לְהַעֲטוֹת,ע - ט - ה,Verb – hif'il,to wrap (lit.),/dict/1475-lehaatot/
8351,עֲטִייָּה,ע - ט - ה,"Noun – ktila pattern, feminine","wearing, wrapping oneself",/dict/8351-atiya/
4766,עֲטַלֵּף,-,Noun,bat (animal),/dict/4766-atalef/
1476,לַעֲטוֹף,ע - ט - ף,Verb – pa'al,"to wrap, to cover, to envelop",/dict/1476-laatof/
1477,לְהֵיעָטֵף,ע - ט - ף,Verb – nif'al,"to be wrapped, covered",/dict/1477-leheatef/
1478,לְהִתְעַטֵּף,ע - ט - ף,Verb – hitpa'el,to wrap oneself,/dict/1478-lehitatef/
5032,מַעֲטָפָה,ע - ט - ף,"Noun – miktala pattern, feminine",envelope; wrapping,/dict/5032-maatafa/
7999,עָטוּף,ע - ט - ף,Adjective – katul pattern,"wrapped, covered",/dict/7999-atuf/
6500,עֲטִיפָה,ע - ט - ף,"Noun – ktila pattern, feminine",wrapping,/dict/6500-atifa/
1479,לְעַטֵּר,ע - ט - ר,Verb – pi'el,"to decorate, to adorn; to award",/dict/1479-leater/
1480,לְהֵיעָטֵר,ע - ט - ר,Verb – nif'al,to be crowned (with something) (lit.),/dict/1480-leheater/
2729,לַעֲטוֹר,ע - ט - ר,Verb – pa'al,"to crown; to encircle, to surround",/dict/2729-laator/
7998,הִתְעַטְּשׁוּת,ע - ט - שׁ,"Noun – hitkattlut pattern, feminine",sneezing,/dict/7998-hitatshut/
1481,לְהִתְעַטֵּשׁ,ע - ט - שׁ,Verb – hitpa'el,to sneeze,/dict/1481-lehitatesh/
7326,עִידָן,-,Noun – masculine,"era, eon, age, period",/dict/7326-idan/
5690,עַיִט,ע - י - ט,"Noun – ketel pattern, masculine",eagle,/dict/5690-ayit/
1482,לְעַייֵּן,ע - י - ן,Verb – pi'el,"to study; to consider, to weigh",/dict/1482-leayen/
2985,עִיּוּן,ע - י - ן,"Noun – kittul pattern, masculine","study, contemplation",/dict/2985-iyun/
5022,עַיִן,ע - י - ן,"Noun – ketel pattern, feminine",eye,/dict/5022-ayin/
8070,עוֹיֵן,ע - י - ן,Adjective – kotel pattern,hostile,/dict/8070-oyen/
2776,לַעֲיוֹן,ע - י - ן,Verb – pa'al,"to be hostile, to hate",/dict/2776-laayon/
5679,מַעֲייָן,ע - י - ן,"Noun – miktal pattern, masculine","spring, water source",/dict/5679-maayan/
7002,עֵינָב,-,Noun – masculine,🍇 grape,/dict/7002-enav/
1483,עָייֵף,ע - י - ף,Verb – pa'al,to be tired,/dict/1483-ayef/
1485,לְהִתְעַייֵּף,ע - י - ף,Verb – hitpa'el,to become tired,/dict/1485-lehitayef/
7486,עָייֵפוּת,ע - י - ף,Noun – feminine,"fatigue, exhaustion",/dict/7486-ayefut/
1484,לְעַייֵּף,ע - י - ף,Verb – pi'el,"to tire, to exhaust",/dict/1484-leayef/
6591,עָייֵף,ע - י - ף,Adjective – katel pattern,"tired, fatigued, exhausted",/dict/6591-ayef/
8035,עֲייָרָה,ע - י - ר,"Noun – ktala pattern, feminine",town,/dict/8035-ayara/
6441,עִירִייָּה,ע - י - ר,Noun – feminine,municipality,/dict/6441-iriya/
5789,עַיִר,ע - י - ר,"Noun – ketel pattern, masculine","foal, colt (donkey, male)",/dict/5789-ayir/
3819,עִיר,-,Noun – feminine,"town, city",/dict/3819-ir/
8212,לְהִתְעַייֵּר,ע - י - ר,Verb – hitpa'el,to become urbanized,/dict/8212-lehitayer/
3860,עֵירוֹם,-,Adjective,naked,/dict/3860-erom/
6613,עִירוֹנִי,-,Adjective,urban,/dict/6613-ironi/
1487,לְהִתְעַכֵּב,ע - כ - ב,Verb – hitpa'el,to be delayed,/dict/1487-lehitakev/
1486,לְעַכֵּב,ע - כ - ב,Verb – pi'el,"to delay, to hinder, to prevent; to withhold",/dict/1486-leakev/
5996,עִיכּוּב,ע - כ - ב,"Noun – kittul pattern, masculine","hindrance, delay",/dict/5996-ikuv/
6737,עֲכָּבִישׁ,-,Noun – masculine,🕷️ spider,/dict/6737-akavish/
6303,עַכְבָּר,-,Noun – masculine,mouse 🐀🖱️,/dict/6303-achbar/
1489,לְהִתְעַכֵּל,ע - כ - ל,Verb – hitpa'el,to be digested,/dict/1489-lehitakel/
1490,לְהֵיעָכֵל,ע - כ - ל,Verb – nif'al,to be digested,/dict/1490-leheachel/
1488,לְעַכֵּל,ע - כ - ל,Verb – pi'el,to digest,/dict/1488-leakel/
6155,עִיכּוּל,ע - כ - ל,"Noun – kittul pattern, masculine",digestion,/dict/6155-ikul/
5641,לְהַעֲכִיר,ע - כ - ר,Verb – hif'il,"to muddy, to taint (relationship, atmosphere)",/dict/5641-lehaachir/
1492,לְהֵיעָכֵר,ע - כ - ר,Verb – nif'al,"to be troubled; to be marred, to be defaced",/dict/1492-leheacher/
1491,לַעֲכוֹר,ע - כ - ר,Verb – pa'al,"to trouble; to damage, to disrupt",/dict/1491-laachor/
5067,עַכְשָׁיו,-,Adverb,now,/dict/5067-achshav/
6012,עַל,-,Preposition,"on, upon; over; about, regarding",/dict/6012-al/
4819,עַל גַּב,-,Preposition,"on, upon",/dict/4819-al-gav/
4818,עַל גַּבֵּי,-,Preposition,"on, upon",/dict/4818-al-gabei/
4087,עַל יַד,-,Preposition,next to,/dict/4087-al-yad/
4088,עַל יְדֵי,-,Preposition,"by, via (in a passive construction); by means of",/dict/4088-al-yedei/
3842,עַל פִּי,-,Preposition,"according to, in accordance with",/dict/3842-al-pi/
6015,עַל פְּנֵי,-,Preposition,"over, on the surface of; above",/dict/6015-al-pnei/
3385,הַעֲלָאָה,ע - ל - א,"Noun – haktala pattern, feminine","raising (a price, etc.), elevating; bringing immigrants to Israel; uploading (a file)",/dict/3385-haalaa/
5329,עֶלְבּוֹן,ע - ל - ב,"Noun – kitlon pattern, masculine","insult, offence",/dict/5329-elbon/
5874,הַעֲלָבָה,ע - ל - ב,"Noun – haktala pattern, feminine","insult, offence; insulting",/dict/5874-haalava/
1494,לְהַעֲלִיב,ע - ל - ב,Verb – hif'il,"to insult, to offend",/dict/1494-lehaaliv/
8384,עָלוּב,ע - ל - ב,Adjective – katul pattern,"forlorn, wretched, neglected, dismal; meager, worthless",/dict/8384-aluv/
1493,לְהֵיעָלֵב,ע - ל - ב,Verb – nif'al,"to be insulted, to be offended",/dict/1493-lehealev/
5875,לַעֲלוֹב,ע - ל - ב,Verb – pa'al,"insult, offend (ב־)",/dict/5875-laalov/
7618,לַעֲלוֹז,ע - ל - ז,Verb – pa'al,"to rejoice, to be happy (lit.)",/dict/7618-laaloz/
6557,עַלִּיז,ע - ל - ז,Adjective – kattil pattern,"joyful, happy, jovial, jolly, cheerful; gay, homosexual (slang, dated)",/dict/6557-aliz/
5751,מַעֲלָה,ע - ל - ה,"Noun – miktal pattern, feminine","degree (chemistry, geometry); step, stage; advantage, virtue",/dict/5751-maala/
7211,עִילּוּי,ע - ל - ה,"Noun – kittul pattern, masculine","genius;,prodigy",/dict/7211-iluy/
5622,עֶלְיוֹן,ע - ל - ה,Adjective – kitlon pattern,"supreme, top, uppermost",/dict/5622-elyon/
4792,עֲלִיָּה,ע - ל - ה,"Noun – ktila pattern, feminine","ascent, rise; immigration to Israel, aliyah",/dict/4792-aliya/
1496,לְהִתְעַלּוֹת,ע - ל - ה,Verb – hitpa'el,to become elevated (lit.),/dict/1496-lehitalot/
5623,עֶלְיוֹנוּת,ע - ל - ה,Noun – feminine,"supremacy, superiority",/dict/5623-elyonut/
5353,מַעְלָה,ע - ל - ה,Adverb,upwards,/dict/5353-mala/
3072,נַעֲלֶה,ע - ל - ה,Adjective – niktal pattern,"lofty, exalted",/dict/3072-naale/
3384,לְהַעֲלוֹת,ע - ל - ה,Verb – hif'il,"to raise, to elevate, to bring up; to upload (a file)",/dict/3384-lehaalot/
4171,מְעוּלֶּה,ע - ל - ה,Adjective – mekuttal pattern,"wonderful, excellent",/dict/4171-meule/
4261,עָלֶה,ע - ל - ה,"Noun – katel pattern, masculine",leaf,/dict/4261-ale/
4726,לְמַעְלָה,ע - ל - ה,Adverb,"upwards, up",/dict/4726-lemala/
4793,עֲלוּת,ע - ל - ה,"Noun – ktut pattern, feminine","cost, expense",/dict/4793-alut/
26,לַעֲלוֹת,ע - ל - ה,Verb – pa'al,"to rise, to ascend; to immigrate to Israel; to cost",/dict/26-laalot/
7774,עָלוֹן,ע - ל - ה,Noun – masculine,"leaflet, brochure, booklet",/dict/7774-alon/
7081,מַעֲלִית,ע - ל - ה,Noun – feminine,"elevator, lift",/dict/7081-maalit/
6467,עוֹל,ע - ל - ל,"Noun – kotel pattern, masculine",burden; yoke,/dict/6467-ol/
1497,לְהִתְעַלֵּל,ע - ל - ל,Verb – hitpa'el,"to abuse, to sneer",/dict/1497-lehitalel/
1498,לְעוֹלֵל,ע - ל - ל,Verb – pi'el,"to cause, to do (something negative)",/dict/1498-leolel/
5495,עֲלִילָה,ע - ל - ל,"Noun – ktila pattern, feminine",libel,/dict/5495-alila/
5494,עֲלִילָה,ע - ל - ל,"Noun – ktila pattern, feminine","plot, story",/dict/5494-alila/
3024,הִתְעַלְּלוּת,ע - ל - ל,"Noun – hitkattlut pattern, feminine","harassment, abuse",/dict/3024-hitalelut/
5780,עָלוּל,ע - ל - ל,Adjective – katul pattern,"likely, possible (of something undesirable)",/dict/5780-alul/
7799,לְהַעֲלִיל,ע - ל - ל,Verb – hif'il,"to libel, to insinuate, to falsely accuse (על)",/dict/7799-lehaalil/
5328,עַלְמָה,ע - ל - ם,"Noun – katla pattern, feminine","maiden, young woman (lit.)",/dict/5328-alma/
5327,עֶלֶם,ע - ל - ם,"Noun – ketel pattern, masculine","youth, young man (lit.)",/dict/5327-elem/
1499,לְהֵיעָלֵם,ע - ל - ם,Verb – nif'al,to disappear,/dict/1499-lehealem/
1500,לְהַעֲלִים,ע - ל - ם,Verb – hif'il,"to hide, to conceal; to evade",/dict/1500-lehaalim/
1501,לְהִתְעַלֵּם,ע - ל - ם,Verb – hitpa'el,"to ignore, to disregard (מ־)",/dict/1501-lehitalem/
4106,עוֹלָם,ע - ל - ם,"Noun – kotal pattern, masculine","world, universe; eternity; humanity, the public",/dict/4106-olam/
5695,הַעֲלָמָה,ע - ל - ם,"Noun – haktala pattern, feminine",concealment; evasion,/dict/5695-haalama/
4499,עוֹלָמִי,ע - ל - ם,Adjective,"worldwide, global",/dict/4499-olami/
5330,הֵיעָלְמוּת,ע - ל - ם,"Noun – hikkatlut pattern, feminine",disappearance,/dict/5330-healmut/
6526,עָלוּם,ע - ל - ם,Adjective – katul pattern,"concealed, hidden, unknown; anonymous",/dict/6526-alum/
6928,תַּעֲלוּמָה,ע - ל - ם,"Noun – taktula pattern, feminine",mystery,/dict/6928-taaluma/
6938,הֶעֱלֵם,ע - ל - ם,"Noun – hektel pattern, masculine",disappearance,/dict/6938-heelem/
1502,לְהִתְעַלֵּס,ע - ל - ס,Verb – hitpa'el,to make love (lit.),/dict/1502-lehitales/
1503,לְעַלְעֵל,ע - ל - ע - ל,Verb – pi'el,"to leaf, to browse",/dict/1503-lealel/
1504,לְהִתְעַלֵּף,ע - ל - ף,Verb – hitpa'el,"to faint, to lose consciousness",/dict/1504-lehitalef/
4094,לְעַלֵּף,ע - ל - ף,Verb – pi'el,"to knock out, to cause to faint",/dict/4094-lealef/
7718,לְהִתְעַלֵּק,ע - ל - ק,Verb – hitpa'el,"to bother, to cling (to someone) (על) (slang)",/dict/7718-lehitalek/
4112,עִם,-,Preposition,"with (forms עימי, עימו etc. are literary)",/dict/4112-im/
8,לַעֲמוֹד,ע - מ - ד,Verb – pa'al,"to stand; to stop, to stand still; to be about to, to be going to",/dict/8-laamod/
1506,לְהַעֲמִיד,ע - מ - ד,Verb – hif'il,"to place, to position; to place upright, to erect",/dict/1506-lehaamid/
5480,מוֹעֳמָד,ע - מ - ד,"Noun – muktal pattern, masculine","candidate, nominee",/dict/5480-moomad/
2986,לְעַמֵּד,ע - מ - ד,Verb – pi'el,"to lay out, to impose (typography)",/dict/2986-leamed/
2987,עִימּוּד,ע - מ - ד,"Noun – kittul pattern, masculine",layout (typography),/dict/2987-imud/
3310,עַמּוּד,ע - מ - ד,"Noun – kattul pattern, masculine","column, pillar, post; page",/dict/3310-amud/
4001,מַעֲמָד,ע - מ - ד,"Noun – miktal pattern, masculine","position, status; place; class, social class; stand, support",/dict/4001-maamad/
4585,עָמִידוּת,ע - מ - ד,Noun – feminine,"durability, resistance",/dict/4585-amidut/
4583,עֲמִידָה,ע - מ - ד,"Noun – ktila pattern, feminine","standing, posture; steadfastness, durability; Amidah (prayer)",/dict/4583-amida/
4584,עָמִיד,ע - מ - ד,Adjective – katil pattern,"durable, resistant",/dict/4584-amid/
4900,עֶמְדָּה,ע - מ - ד,"Noun – kitla pattern, feminine","position, standpoint; position, post",/dict/4900-emda/
1505,לְהֵיעָמֵד,ע - מ - ד,Verb – nif'al,"to stand up; to stop, to stand still",/dict/1505-leheamed/
5481,מוֹעֳמָדוּת,ע - מ - ד,Noun – feminine,candidacy,/dict/5481-moomadut/
8715,לַעֲמוֹל,ע - מ - ל,Verb – pa'al,"to work, to labour (lit.)",/dict/8715-laamol/
1508,לְהִתְעַמֵּל,ע - מ - ל,Verb – hitpa'el,"to exercise, to work out",/dict/1508-lehitamel/
3025,הִתְעַמְּלוּת,ע - מ - ל,"Noun – hitkattlut pattern, feminine",gymnastics,/dict/3025-hitamlut/
8716,עָמֵל,ע - מ - ל,"Noun – katel pattern, masculine","worker, laborer (lit.)",/dict/8716-amel/
8191,עָמָל,ע - מ - ל,"Noun – katal pattern, masculine","labour, hard work, travail",/dict/8191-amal/
8485,עַמְלָה,ע - מ - ל,"Noun – katla pattern, feminine","commission, fee, service charge",/dict/8485-amla/
1507,לַעֲמוֹל,ע - מ - ל,Verb – pa'al,"to work, to labour (lit.)",/dict/1507-laamol/
6896,תַּעֲמוּלָה,ע - מ - ל,"Noun – taktula pattern, feminine",propaganda,/dict/6896-taamula/
5928,עַם,ע - מ - ם,"Noun – ketel pattern, masculine","people, nation",/dict/5928-am/
4081,מוּעָם,ע - מ - ם,Verb – huf'al,"to become dull, to lose one's sheen (lit.)",/dict/4081-muam/
2587,לְעַמֵּם,ע - מ - ם,Verb – pi'el,to dim (a light),/dict/2587-leamem/
1509,לַעֲמוֹם,ע - מ - ם,Verb – pa'al,"to fade, to wane (rare)",/dict/1509-laamom/
5709,עָמוּס,ע - מ - ס,Adjective – katul pattern,"loaded, laden, burdened; busy, crowded",/dict/5709-amus/
5708,עוֹמֶס,ע - מ - ס,"Noun – kotel pattern, masculine","load, burden",/dict/5708-omes/
1510,לְהַעֲמִיס,ע - מ - ס,Verb – hif'il,"to load, to burden",/dict/1510-lehaamis/
5707,לַעֲמוֹס,ע - מ - ס,Verb – pa'al,"to load, to lade (rare)",/dict/5707-laamos/
1511,לְעַמְעֵם,ע - מ - ע - ם,Verb – pi'el,"to dim (a light), to dull something",/dict/1511-leamem/
6721,לְהִתְעַמְעֵם,ע - מ - ע - ם,Verb – hitpa'el,"to fade, to become dim",/dict/6721-lehitamem/
6574,לַעֲמוֹק,ע - מ - ק,Verb – pa'al,to be deep (lit.),/dict/6574-laamok/
1512,לְהַעֲמִיק,ע - מ - ק,Verb – hif'il,"to deepen (transitive and intransitive), to delve into",/dict/1512-lehaamik/
1513,לְהִתְעַמֵּק,ע - מ - ק,Verb – hitpa'el,"to delve into, to investigate",/dict/1513-lehitamek/
3213,עוֹמֶק,ע - מ - ק,"Noun – kotel pattern, masculine",depth,/dict/3213-omek/
3478,עָמוֹק,ע - מ - ק,Adjective – katol pattern,deep,/dict/3478-amok/
3667,עֵמֶק,ע - מ - ק,"Noun – ketel pattern, masculine",valley,/dict/3667-emek/
5252,עוֹמֶר,ע - מ - ר,"Noun – kotel pattern, masculine",sheaf (of grain),/dict/5252-omer/
1514,לְהִתְעַמֵּר,ע - מ - ר,Verb – hitpa'el,"to abuse, to be cruel (lit.)",/dict/1514-lehitamer/
2498,לְהִתְעַמֵּת,ע - מ - ת,Verb – hitpa'el,"to confront, to clash, to disagree",/dict/2498-lehitamet/
3962,עֲמוּתָּה,ע - מ - ת,"Noun – ktulla pattern, feminine",non-profit organisation,/dict/3962-amuta/
3153,עִימּוּת,ע - מ - ת,"Noun – kittul pattern, masculine","confrontation, debate",/dict/3153-imut/
3152,לְעַמֵּת,ע - מ - ת,Verb – pi'el,"to contrast, to confront",/dict/3152-leamet/
3154,לְעוּמַּת,ע - מ - ת,Preposition,compared with,/dict/3154-leumat/
3157,מַעֲמָת,ע - מ - ת,"Noun – miktal pattern, masculine",debate,/dict/3157-maamat/
8729,עָמִית,ע - מ - ת,"Noun – katil pattern, masculine","colleague; companion, associate, partner; friend, comrade (lit.)",/dict/8729-amit/
1515,לַעֲנוֹב,ע - נ - ב,Verb – pa'al,"to tie (a tie, a bow-knot); to wear (a tie)",/dict/1515-laanov/
4640,עֲנִיבָה,ע - נ - ב,"Noun – ktila pattern, feminine","necktie, cravat; loop, circuit",/dict/4640-aniva/
6719,עִנְבָּר,-,Noun – masculine,amber,/dict/6719-inbar/
8630,עוֹנֶג,ע - נ - ג,"Noun – kotel pattern, masculine","pleasure, bliss",/dict/8630-oneg/
1516,לְהִתְעַנֵּג,ע - נ - ג,Verb – hitpa'el,to enjoy oneself,/dict/1516-lehitaneg/
3995,תַּעֲנוּג,ע - נ - ג,"Noun – taktul pattern, masculine","pleasure, satisfaction",/dict/3995-taanug/
2614,לְעַנֵּג,ע - נ - ג,Verb – pi'el,"to pleasure, to delight",/dict/2614-leaneg/
1517,לַעֲנוֹד,ע - נ - ד,Verb – pa'al,"to wear, to put on (a watch, jewellery, decoration)",/dict/1517-laanod/
8622,עֲנָווָה,ע - נ - ו,"Noun – ktala pattern, feminine","humility, modesty",/dict/8622-anava/
8621,עָנָו,ע - נ - ו,Adjective – katal pattern,"humble, modest",/dict/8621-anav/
7185,עֲנָווָה,ע - נ - ו,"Noun – ktala pattern, feminine","humility, modesty",/dict/7185-anava/
5668,עֵז,ע - נ - ז,"Noun – ketel pattern, feminine",goat,/dict/5668-ez/
40,לַעֲנוֹת,ע - נ - ה,Verb – pa'al,"to answer, to reply",/dict/40-laanot/
